Kingdom	Phylum	Class	Order	Family	Genus	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa PCC-7319	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Unclassified	Unclassified	48	222	103	751	117	325	47	521	261	292	502	310	54	32	154	138	4	0	8	173	79	97	416	7	48	183	569	6	321	111	0	256	77	0	8	14	22	4	31	46	105	56	0	25	12	151	1025	503	97	514	29	33	153	0	8	176	0	110	56	349	15	109	38
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0	0	0	0	0	0	12	0	0	0	0	5	7	6	0	0	0	0	21	10	0	13	6	0	0	0	0	0	14	0	43	0	0	0	0	12	288	0	0	0	0	0	5	0	4	0	0	0	9	0	0	19	0	0	5	0	0	5	0	0	0	6	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	0	0	0	0	0	0	4	0	0	0	0	7	10	0	16	0	0	0	61	0	0	0	0	11	13	0	7	0	0	0	55	0	0	0	0	0	62	0	13	42	0	0	0	0	0	0	0	0	0	0	13	0	0	176	0	0	0	0	0	15	0	0	9
Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	5	0	0	0	4	0	0	0	30	0	0	4	0	9	0	0	0	0	0	0	0	0	6	0	0	143	0	0	0	0	0	12	0	0	288	0	10	0	2	15
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	25	8	0	0	11	0	16	0	6	0	11	20	53	0	21	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	24	0	0	0	0	14	0	27	0	15	0	9	0	10	17	27	0	5	0	0	0	0	0	0	13	0	0	56	16	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unclassified	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	0	0	0	167	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	26	108	0	0	0	0	0	67	0	0	0	0	0	959	69	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	38	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	16	667	409	5004	701	783	191	1099	138	15	111	3387	489	79	247	42	0	10	0	182	0	0	143	0	0	0	0	0	0	0	0	12	0	0	4037	0	0	49	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	18	12	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	30	22	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	0	0	29	111	86	611	0	41	83	0	0	41	39	49	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Asteroleplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	1435	2592	2761	880	721	2588	6853	3180	1784	204	3229	2889	13676	597	2021	685	761	0	667	807	348	4415	982	114	3515	211	213	256	663	952	226	594	2031	1509	1023	648	25	1525	307	1682	659	42	1479	2980	1735	749	1112	2159	896	1079	553	773	961	147	1320	2048	530	164	389	1246	1145	92	132
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	0	0	0	0	42	0	0	0	0	0	0	11	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	0	41	0	0	0	25	0	76	0	0	0	22	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	274	0	0	0	14	0	5	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	0	0	0	0	0	0	2	26	0	2	24	28	0	0	7	3	3	10	53	11	6	14	8	44	61	11	101	6	5	0	10	245	39	34	7	8	46	5	4	0	0	0	25	13	0	11	24	10	73	7	0	0	0	0	9	15	0	32	61	11	5	0	32
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Unclassified	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	12	0	0	8	0	19	3	6	0	0	7	0	0	0	35	0	347	1419	1045	0	4	5	0	0	0	0	0	0	0	4	0	4	0	0	10	3	0	0	23	0	160	66	6	0	8	0	3	0	14	8	0	51	16	77	0	0	5	0	0	6	36	8	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera	2693	1383	576	1115	2930	703	1059	1050	1476	227	7703	11923	356	883	1100	343	12081	287	14735	383	4407	21476	2763	375	8080	5367	5845	1045	135	4873	761	3382	5256	6312	2853	1201	192	5426	350	3518	6047	3796	1315	8296	20904	8302	1841	9886	6742	4945	7492	1223	3497	1513	9744	4827	2324	1141	1943	5216	2858	3335	1337
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	155	103	273	350	473	750	243	131	1782	46	184	949	354	344	129	1090	14	629	81	16	146	125	247	12	39	11	107	40	36	7	6	141	20	0	3012	1181	6	539	71	14	2	0	152	6	33	81	469	8	51	80	17	0	9	0	44	47	35	15	23	34	149	206	8
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-006	295	442	173	497	200	428	142	558	319	62	409	558	329	180	231	655	40	0	138	237	395	848	818	1467	657	386	720	2166	811	191	112	1225	496	759	516	434	279	1450	2251	514	202	148	150	211	188	147	96	667	69	213	319	42	136	27	371	304	110	99	262	238	242	205	152
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-009	1431	205	963	135	923	356	188	263	7785	0	1344	141	2956	46	669	401	362	14	131	0	11	17	0	17	60	155	24	8	101	455	232	235	102	114	78	99	0	210	729	0	265	12	0	35	5	0	0	501	0	0	14	24	2780	0	0	0	37	0	0	8	53	7	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	16	0	5	0	0	0	11	0	32	0	0	5	13	0	9	0	11	0	13	0	0	320	0	0	107	9	55	4	0	0	0	0	0	11	0	15	0	0	0	9	0	0	27	0	140	26	0	0	31	42	8	0	0	0	0	2	10	26	0	12	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	3482	4297	2000	2751	1577	3990	1364	4335	2336	482	2556	2819	3400	1723	2655	1300	3050	59	1769	1695	1415	1658	2291	92	2348	1577	451	284	1124	276	270	4114	1053	725	1797	859	47	1508	191	425	2344	110	5560	1792	1870	5359	488	2616	2001	1785	994	928	859	0	2747	720	1256	1145	1108	2114	2265	411	302
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	464	0	0	0	0	11	42	347	0	0	0	0	0	0	0	1274	0	0	0	4	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	75	164	169	625	253	368	79	596	295	115	191	397	10	138	272	231	57	18	72	1239	585	887	737	98	519	1573	942	389	150	100	122	1387	1254	667	423	421	128	1180	522	219	72	32	1102	110	809	874	540	952	119	253	595	105	793	85	1039	1481	793	508	1107	1316	953	518	335
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	1440	1246	924	28	1546	857	1371	699	2363	396	1261	1861	1317	1273	776	1501	319	77	486	1338	114	6124	1442	479	1602	3240	1616	392	3062	2240	320	1368	911	1657	754	714	488	468	247	401	505	64	697	183	2563	158	254	1134	86	127	137	917	2747	97	123	1513	1281	118	160	2635	222	1387	524
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Unclassified	890	2204	980	1924	1630	1757	478	2799	1293	343	1982	1464	809	445	867	1175	78	141	307	1693	867	1154	1794	289	2933	433	738	1581	976	204	668	3955	1184	131	1786	506	1366	1117	1414	372	626	49	1065	376	308	1822	1726	1053	835	201	574	139	351	483	577	1341	261	871	1253	1326	517	810	1838
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	14	0	7	0	7	0	0	0	0	0	0	0	0	0	0	22	9	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus] furcosa group	0	12	17	26	13	22	10	19	12	5	32	15	0	41	80	0	0	0	18	115	7	34	39	105	14	48	162	21	2	0	0	196	226	0	190	41	154	102	510	15	0	0	9	8	18	88	98	73	247	7	42	0	9	0	19	109	40	41	223	136	19	183	149
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Clostridium] innocuum group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	0	0	0	0	19	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	268	62	594	389	2003	927	1843	423	964	175	2568	1136	380	394	583	882	3401	131	2687	407	1230	601	181	313	3790	438	176	35	281	7122	1237	527	597	347	1383	284	205	983	103	11370	5614	345	205	506	703	1343	8950	1630	406	555	390	4706	1214	1541	2720	87	3352	95	352	4916	5808	5068	1238
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera	112	137	329	1124	1114	2598	303	431	1847	4380	428	2005	154	7798	979	5611	0	0	25	303	1314	375	128	6	71	70	161	0	262	62	51	1600	0	323	5635	2021	27	3409	80	0	6	0	674	0	66	447	189	8	64	76	0	25	15	0	585	16	63	32	56	27	343	491	29
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Dolosicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	4
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	83	17	38	316	211	105	542	26	664	801	302	382	18	1033	153	354	1360	153	633	495	730	726	239	84	1127	741	524	19	662	2022	905	1065	218	790	1586	770	195	1458	299	9081	579	47	2020	459	845	5754	4076	594	1389	1950	963	1714	468	101	8877	136	1431	109	549	7297	6550	5401	991
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella	48	100	187	504	886	409	287	149	1812	786	506	372	79	2636	321	1821	0	77	18	161	368	329	122	55	460	115	80	10	317	153	43	390	39	222	2735	554	36	1525	148	1485	8	0	289	18	109	515	484	16	93	307	140	41	1	0	683	21	126	22	182	28	560	300	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum	137	81	141	1813	607	593	805	204	1895	5348	714	4622	50	14856	483	4708	1489	285	499	661	992	1291	305	38	636	649	1474	63	2086	748	391	4255	53	1348	1020	1206	410	3050	409	1428	831	9	1671	124	527	2212	1162	172	1086	755	1765	1023	207	16	3318	43	1460	80	278	2284	5005	2267	273
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	0	0	0	0	0	0	0	0	0	0	0	30	0	19	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4	7	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	606	0	0	110	0	0	79	0	0	0	0	0	0	0	0	0	14	0	11	0	0	60	0	110	0	0	107	30	4	44
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	0	0	8	0	0	0	5	0	0	0	0	0	0	18	0	0	34	0	0	15	13	18	14	3	18	28	86	0	116	139	53	990	0	519	170	215	100	36	18	309	0	0	116	6	85	161	33	13	47	77	39	31	0	0	599	0	384	0	23	927	2237	2951	162
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	28	29	136	16	130	96	252	185	370	0	74	118	468	20	82	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	181	441	1107	4889	3129	5385	2438	2852	6400	10947	3018	6675	346	9499	3231	14103	30	94	79	785	667	993	553	27	644	621	357	0	326	107	19	1381	107	319	6613	1792	108	2035	181	66	25	0	1673	28	556	1450	1436	65	329	294	153	149	48	0	1689	110	174	22	328	327	2384	3133	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Lacticigenium	0	0	0	0	0	49	13	37	36	135	10	24	0	75	17	191	0	0	0	0	0	21	0	0	0	0	0	0	24	0	0	28	0	0	0	36	0	25	0	22	11	0	11	0	0	35	22	0	0	0	0	0	0	0	36	0	0	0	0	16	134	55	9
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Unclassified	238	66	498	2049	435	1416	1628	1157	1247	6173	3468	8156	40	11296	754	6104	677	32	1414	473	321	1583	216	64	1092	678	700	12	1233	1695	99	1449	205	245	669	1158	51	1092	108	748	205	8	615	93	268	521	979	234	78	490	335	2133	200	49	1666	51	1148	33	159	1957	2329	1712	435
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	229	297	1081	609	3656	4551	2088	779	3737	1483	1243	2962	1365	1664	868	5269	671	280	740	370	369	130	389	15	164	180	18	0	157	43	0	226	0	30	4173	473	13	799	32	239	394	58	1351	237	270	753	2450	32	433	305	38	270	191	58	663	182	89	106	108	3543	1188	937	55
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	29	0	0	85	0	0	0	0	0	0	0	21	0	0	12	0	35	19	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	HT002	47453	21428	43229	14902	13553	20242	76473	27884	36287	12908	37186	37472	33184	36488	57289	38553	5930	264	15562	41205	52926	38913	20178	2644	70633	11595	51252	18580	23915	40845	10002	26809	20325	22561	22350	26385	2087	59468	1625	44962	3524	1395	35265	46708	43836	18444	1339	25124	21052	26664	53654	3690	4425	13504	40256	8289	93935	31579	42765	47598	34641	10459	33437
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	31917	42120	70408	71069	6780	37508	52827	106883	85923	41675	58438	84830	69806	156826	104224	75674	2918	496	19549	63994	122593	60157	54049	4103	37250	25696	35774	19444	51301	23743	63780	70063	15851	34303	28339	32840	5328	31562	4573	67128	1461	712	97098	85415	73002	49649	3834	22277	71319	123380	89736	4220	6484	5108	76954	8791	83653	136109	104242	55966	105731	17064	61921
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	17	5	175	10	0	752	382	13	10	0	124	41	62	489	328	565	5	0	0	132	63	40	676	9	241	22	0	0	8	12	20	108	48	93	851	267	11	45	109	17	16	0	849	194	123	682	35	114	152	522	108	8	0	0	5133	0	92	132	654	521	338	2426	48
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	4002	3430	13681	5479	712	2152	15582	5880	2932	2601	9570	9458	19565	13745	10537	3131	1984	133	1672	921	10307	4311	16387	313	6827	2482	3047	3727	2751	4359	1699	4877	1058	2772	1756	3202	86	7648	459	971	450	121	13821	6406	2776	5324	58	1706	3721	19790	4498	454	217	64	15552	453	15871	9321	3901	7673	12747	5002	5698
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Unclassified	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	0	0	0	0	11	0	37	0	118	0	0	0	48	3	0	0	10	0	130	56	349	112	119	288	2647	0	0	8	170	946	57	63	50	0	247	44	59	240	0	4551	56	69	0	1750	408	82	2765	1368	130	321	26	663	218	0	776	15	604	91	12	5115	3966	91	438
Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	13
